n,time,flops
1024,0.0003719329833984375,5616903911519.794
2048,0.0024871826171875,6902216906033.104
4096,0.019341135025024415,7173296431567.714
8192,0.15767793655395507,6975204679764.381
16384,1.335654044151306,6588087982542.215
