n,time,flops
1024,6.127961444854736,166.20706091891725
2048,6.5378878831863405,313.672630913922
4096,7.099483799934387,576.6683194123337
8192,8.435313415527343,971.5578626135623
16384,11.152061367034912,1466.8779355892798
32768,16.57233386039734,1981.7843904407202
