n,time,flops
1024,0.0008685588836669922,2356118957146.131
2048,0.003262495994567871,5063069766533.992
4096,0.026303672790527345,4799670810682.993
8192,0.1579193115234375,6949927478504.775
16384,1.2159245491027832,7220560054400.974
32768,9.88610143661499,7111800467878.5205
