n,time,flops
1024,7.1184403657913204,142.5920488382575
2048,7.47400484085083,274.0989134825299
4096,8.229757022857665,498.1354695278735
8192,9.602997446060181,852.1122357281133
16384,12.487524390220642,1313.8176121803317
32768,18.056904745101928,1814.820334857053
