n,time,flops
1024,0.0011644363403320312,1693924322612.2659
2048,0.0035598278045654297,4712446082068.474
4096,0.030514955520629883,4225993012047.2163
8192,0.16958470344543458,6417167403937.18
16384,1.2419891834259034,7064503089495.194
32768,9.728795146942138,7227195304215.719
