n,time,flops
4000,0.0016803264617919922,71111542137910.12
6000,0.0047447443008422855,91020577331555.3
8000,0.010749912261962891,95236207484223.05
10000,0.022295832633972168,89700961440367.53
12000,0.03890647888183594,88771175132560.03
14000,0.06197831630706787,88525826999186.83
16000,0.08217988014221192,99441011425580.78
18000,0.12653014659881592,92237241465482.52
