n,time,flops
1024,0.4344181537628174,2206.0097682378932
2048,0.4655360221862793,4367.301140603957
4096,0.5462582349777222,7409.680354175771
8192,0.6170185089111329,13249.899811388736
16384,0.9583430767059327,17031.884700128387
32768,1.4496129035949707,22495.844303155147
