n,time,flops
100000000,0.0010098457336425782,92477630079.84749
200000000,0.001761150360107422,113717160318.3316
300000000,0.0024071693420410155,126281057384.82944
400000000,0.0028390407562255858,140463525154.42844
500000000,0.0036059141159057615,145120468323.40054
600000000,0.0037481069564819338,158687897028.1744
700000000,0.005041193962097168,147980091274.83624
800000000,0.00485539436340332,164835053894.28677
900000000,0.006293368339538574,143487117766.4262
