n,time,flops
1024,6.39005057811737,159.42386554019677
2048,6.712972521781921,305.0427936796722
4096,7.381680941581726,554.4844351520574
8192,8.637765407562256,948.9082187147048
16384,11.197096848487854,1461.9432545467762
32768,16.31567437648773,2010.3080147707349
