n,time,flops
100000000,0.0015463829040527344,58749299252.87007
200000000,0.002987957000732422,65820511075.04303
300000000,0.004424381256103516,66676990326.04456
400000000,0.005880665779113769,66969400525.31131
500000000,0.007321286201477051,67013960831.747284
600000000,0.00877993106842041,59862763027.495834
700000000,0.010207796096801757,67298312151.32501
800000000,0.011630868911743164,64516479243.77482
900000000,0.013106513023376464,64648547736.459236
