n,training time,inference time
100,8.303827047348022,0.0052700042724609375
1000,7.749320030212402,0.004131793975830078
10000,7.869891405105591,0.003972530364990234
100000,7.973954200744629,0.004549741744995117
1000000,21.447674989700317,0.5897316932678223
