n,training time,inference time
100,7.321273565292358,0.004689693450927734
1000,6.820979833602905,0.0035562515258789062
10000,6.798845052719116,0.0036804676055908203
100000,6.8726043701171875,0.004210472106933594
1000000,21.44640803337097,0.5893425941467285
