n,time,flops
4000,0.010423731803894044,11462212438879.492
6000,0.033603453636169435,12855162913821.271
8000,0.06857264041900635,14832042885465.531
10000,0.13651933670043945,14659667491137.992
12000,0.23500096797943115,14721003055487.793
14000,0.3762304067611694,14595260707901.217
16000,0.5574336528778077,14697747129612.654
18000,0.8072716474533081,14454652050840.242
