n,training time,inference time
100,7.3229522705078125,0.0036597251892089844
1000,7.048982381820679,0.0036766529083251953
10000,7.094623565673828,0.003785848617553711
100000,7.1692798137664795,0.004022836685180664
1000000,21.446409225463867,0.5898702144622803
